,RoomType,Adults,Children,Breakfast,Number of Special Requests,Airport Pickup,Weekend Nights,Weeknights,Loyalty Points,Lead time in days,Booking Type,Existing Customer,Previous Cancellations,Average Room Price,year,day,month,Predicted
1583,Neptune,2,0,Not Selected,2,0,0.0,2.0,0.0,42.0,Online,0,0.0,88.0,2018.0,Friday,November,0.0
1584,Neptune,1,0,Buffet,0,0,0.0,1.0,0.0,99.0,Corporate,0,0.0,81.0,2018.0,Monday,February,0.0
1585,Neptune,1,0,Buffet,0,0,0.0,2.0,0.0,192.0,Offline,0,0.0,95.0,2018.0,Sunday,June,0.0
1586,Venus,2,1,Buffet,3,0,0.0,4.0,0.0,66.0,Online,0,0.0,81.9,2017.0,Friday,November,0.0
1587,Neptune,2,0,Buffet,1,0,0.0,2.0,0.0,107.0,Offline,0,0.0,130.0,2018.0,Sunday,June,1.0
1588,Neptune,2,0,Not Selected,1,0,0.0,2.0,0.0,23.0,Online,0,0.0,119.0,2018.0,Saturday,October,1.0
1589,Neptune,2,0,Buffet,0,0,1.0,2.0,0.0,233.0,Online,0,0.0,90.0,2018.0,Sunday,October,1.0
1590,Neptune,2,0,Luxury Buffet,1,0,0.0,2.0,0.0,265.0,Offline,0,0.0,115.0,2018.0,Sunday,June,0.0
1591,Neptune,2,0,Not Selected,1,0,0.0,4.0,0.0,46.0,Online,0,0.0,74.8,2018.0,Thursday,November,1.0
1592,Neptune,2,0,Buffet,0,0,0.0,2.0,0.0,177.0,Online,0,0.0,100.0,2018.0,Sunday,June,0.0
1593,Neptune,2,0,Buffet,1,0,2.0,1.0,0.0,57.0,Online,0,0.0,78.3,2018.0,Monday,March,0.0
1594,Neptune,2,0,Buffet,0,0,0.0,2.0,0.0,25.0,Complementary,0,0.0,9.0,2018.0,Sunday,November,0.0
1595,Neptune,2,0,Buffet,0,0,0.0,4.0,0.0,78.0,Offline,0,0.0,75.0,2018.0,Thursday,April,1.0
1596,Jupiter,2,2,Luxury Buffet,2,0,1.0,2.0,0.0,139.0,Online,0,0.0,228.6,2018.0,Wednesday,July,0.0
1597,Neptune,2,0,Buffet,0,0,0.0,4.0,0.0,49.0,Offline,0,0.0,71.0,2017.0,Saturday,December,0.0
1598,Neptune,2,0,Buffet,1,0,0.0,2.0,0.0,54.0,Online,0,0.0,78.3,2018.0,Monday,February,0.0
1599,Neptune,2,0,Buffet,2,0,1.0,4.0,0.0,24.0,Online,0,0.0,68.99,2018.0,Saturday,January,0.0
1600,Neptune,2,0,Buffet,1,0,2.0,3.0,0.0,69.0,Online,0,0.0,90.95,2018.0,Tuesday,March,0.0
1601,Neptune,2,0,Buffet,1,0,0.0,4.0,0.0,98.0,Offline,0,0.0,95.0,2018.0,Thursday,May,0.0
1602,Venus,3,0,Buffet,0,0,0.0,3.0,0.0,94.0,Online,0,0.0,137.7,2018.0,Saturday,July,0.0
1603,Neptune,1,0,Buffet,1,0,0.0,1.0,0.0,4.0,Online,0,0.0,88.0,2018.0,Friday,December,1.0
1604,Neptune,1,0,Buffet,0,0,0.0,3.0,0.0,113.0,Corporate,0,0.0,100.0,2018.0,Thursday,May,0.0
1605,Neptune,2,0,Not Selected,0,0,2.0,2.0,0.0,11.0,Online,0,0.0,76.29,2018.0,Sunday,December,0.0
1606,Neptune,2,0,Not Selected,1,0,0.0,2.0,0.0,71.0,Online,0,0.0,145.0,2018.0,Saturday,November,1.0
1607,Neptune,2,0,Buffet,0,0,0.0,3.0,0.0,214.0,Online,0,0.0,120.9,2018.0,Saturday,September,1.0
1608,Neptune,2,1,Buffet,1,0,0.0,2.0,0.0,151.0,Online,0,0.0,143.38,2018.0,Sunday,December,0.0
1609,Neptune,1,0,Not Selected,2,0,1.0,0.0,0.0,180.0,Online,0,0.0,51.28,2018.0,Tuesday,November,0.0
1610,Neptune,2,0,Not Selected,3,0,0.0,3.0,0.0,63.0,Online,0,0.0,118.33,2018.0,Saturday,November,0.0
1611,Venus,1,0,Buffet,0,0,0.0,1.0,0.0,17.0,Corporate,0,0.0,75.0,2018.0,Friday,March,0.0
1612,Neptune,2,0,Buffet,0,0,0.0,3.0,0.0,12.0,Corporate,0,0.0,65.0,2017.0,Saturday,August,0.0
1613,Neptune,2,0,Buffet,2,0,1.0,2.0,0.0,82.0,Online,0,0.0,72.25,2017.0,Thursday,November,0.0
1614,Neptune,1,0,Buffet,0,0,0.0,1.0,0.0,7.0,Offline,0,0.0,97.0,2018.0,Thursday,March,0.0
1615,Neptune,2,0,Buffet,1,0,0.0,3.0,0.0,66.0,Online,0,0.0,141.9,2018.0,Saturday,September,0.0
1616,Jupiter,2,2,Buffet,1,0,0.0,3.0,0.0,7.0,Online,0,0.0,201.0,2018.0,Friday,April,0.0
1617,Neptune,2,0,Luxury Buffet,0,0,0.0,2.0,0.0,56.0,Offline,0,0.0,82.0,2017.0,Sunday,September,0.0
1618,Neptune,2,0,Buffet,0,0,1.0,0.0,0.0,263.0,Offline,0,0.0,67.0,2017.0,Thursday,September,0.0
1619,Neptune,1,0,Luxury Buffet,0,0,0.0,2.0,0.0,39.0,Offline,0,0.0,87.0,2017.0,Monday,August,0.0
1620,Neptune,2,0,Not Selected,1,0,1.0,2.0,0.0,40.0,Online,0,0.0,67.76,2018.0,Sunday,November,0.0
1621,Neptune,1,0,Buffet,0,0,1.0,2.0,0.0,118.0,Offline,0,0.0,110.0,2018.0,Wednesday,June,1.0
1622,Venus,2,0,Buffet,0,0,1.0,5.0,0.0,129.0,Online,0,0.0,132.3,2018.0,Wednesday,October,0.0
1623,Jupiter,2,2,Luxury Buffet,2,0,0.0,2.0,0.0,22.0,Online,0,0.0,288.0,2018.0,Sunday,August,1.0
1624,Neptune,2,0,Not Selected,0,0,0.0,4.0,0.0,95.0,Online,0,0.0,103.5,2018.0,Friday,June,0.0
1625,Neptune,2,0,Not Selected,0,0,0.0,1.0,0.0,1.0,Online,0,0.0,97.0,2018.0,Saturday,June,0.0
1626,Neptune,2,0,Buffet,0,0,0.0,3.0,0.0,37.0,Offline,0,0.0,105.0,2018.0,Saturday,October,1.0
1627,Neptune,2,0,Buffet,2,0,4.0,10.0,0.0,212.0,Online,0,0.0,90.95,2018.0,Friday,July,0.0
1628,Neptune,2,0,Buffet,1,0,0.0,2.0,0.0,18.0,Online,0,0.0,130.13,2018.0,Sunday,September,0.0
1629,Venus,2,0,Buffet,1,0,0.0,3.0,0.0,5.0,Online,0,0.0,121.0,2018.0,Saturday,December,0.0
1630,Neptune,2,0,Buffet,0,0,0.0,2.0,0.0,34.0,Online,0,0.0,104.85,2017.0,Monday,October,0.0
1631,Neptune,2,0,Buffet,0,0,0.0,3.0,0.0,35.0,Offline,0,0.0,85.0,2018.0,Saturday,October,1.0
1632,Neptune,2,0,Luxury Buffet,1,0,2.0,3.0,0.0,200.0,Online,0,0.0,146.37,2018.0,Saturday,September,0.0
1633,Neptune,2,0,Not Selected,1,0,2.0,3.0,0.0,27.0,Online,0,0.0,54.71,2018.0,Tuesday,December,0.0
1634,Neptune,1,0,Buffet,0,0,0.0,0.0,0.0,176.0,Online,0,0.0,0.0,2018.0,Saturday,September,0.0
1635,Neptune,1,0,Buffet,0,0,0.0,1.0,0.0,1.0,Corporate,0,0.0,65.0,2017.0,Sunday,November,0.0
1636,Neptune,2,0,Buffet,0,0,2.0,4.0,0.0,34.0,Offline,0,0.0,50.33,2018.0,Wednesday,January,1.0
1637,Neptune,2,0,Buffet,0,0,0.0,3.0,0.0,193.0,Online,0,0.0,108.9,2018.0,Saturday,September,1.0
1638,Venus,1,0,Buffet,0,0,2.0,3.0,0.0,37.0,Online,0,0.0,125.55,2018.0,Tuesday,October,0.0
1639,Neptune,1,0,Luxury Buffet,0,0,1.0,1.0,0.0,247.0,Offline,0,0.0,90.0,2018.0,Wednesday,June,1.0
1640,Neptune,2,0,Buffet,0,0,0.0,3.0,0.0,98.0,Online,0,0.0,126.9,2018.0,Thursday,May,0.0
1641,Neptune,1,0,Buffet,0,0,1.0,0.0,0.0,4.0,Online,0,0.0,82.0,2018.0,Wednesday,January,0.0
1642,Neptune,2,0,Buffet,1,0,2.0,3.0,0.0,89.0,Online,0,0.0,90.95,2018.0,Tuesday,April,0.0
1643,Venus,3,0,Buffet,2,0,0.0,2.0,0.0,89.0,Online,0,0.0,168.3,2018.0,Sunday,September,0.0
1644,Neptune,2,0,Luxury Buffet,0,0,0.0,2.0,0.0,0.0,Offline,0,0.0,109.0,2017.0,Monday,August,1.0
1645,Neptune,2,0,Buffet,0,0,0.0,2.0,0.0,211.0,Offline,0,0.0,100.0,2018.0,Sunday,May,1.0
1646,Neptune,2,0,Not Selected,0,0,0.0,3.0,0.0,113.0,Online,0,0.0,116.1,2018.0,Saturday,June,1.0
1647,Neptune,2,0,Buffet,2,0,2.0,0.0,0.0,223.0,Online,0,0.0,89.25,2017.0,Wednesday,October,1.0
1648,Neptune,2,0,Luxury Buffet,0,0,2.0,1.0,0.0,117.0,Offline,0,0.0,94.5,2017.0,Tuesday,August,0.0
1649,Neptune,2,0,Buffet,1,0,2.0,2.0,0.0,156.0,Online,0,0.0,93.08,2018.0,Monday,July,0.0
1650,Neptune,1,0,Buffet,0,1,0.0,1.0,0.0,8.0,Corporate,0,0.0,98.0,2018.0,Friday,April,0.0
1651,Neptune,2,0,Luxury Buffet,0,0,0.0,2.0,0.0,74.0,Offline,0,0.0,109.0,2017.0,Monday,September,0.0
1652,Neptune,1,0,Buffet,0,0,0.0,3.0,0.0,71.0,Offline,0,0.0,120.0,2018.0,Thursday,June,0.0
1653,Venus,3,0,Buffet,1,0,0.0,1.0,0.0,37.0,Online,0,0.0,159.3,2018.0,Sunday,March,0.0
1654,Jupiter,2,2,Buffet,3,0,0.0,1.0,0.0,25.0,Online,0,0.0,181.0,2018.0,Sunday,July,0.0
1655,Neptune,2,1,Buffet,1,0,1.0,3.0,0.0,49.0,Online,0,0.0,108.8,2018.0,Wednesday,March,0.0
1656,Neptune,2,0,Not Selected,1,0,1.0,4.0,0.0,14.0,Online,0,0.0,91.43,2018.0,Friday,August,0.0
1657,Neptune,1,0,Not Selected,1,0,1.0,2.0,0.0,24.0,Online,0,0.0,137.83,2018.0,Wednesday,November,1.0
1658,Neptune,2,0,Not Selected,0,0,0.0,2.0,0.0,132.0,Online,0,0.0,79.2,2018.0,Sunday,November,0.0
1659,Neptune,2,0,Buffet,1,1,0.0,3.0,0.0,22.0,Online,0,0.0,139.0,2018.0,Thursday,October,0.0
1660,Neptune,2,1,Buffet,0,0,1.0,3.0,0.0,20.0,Online,0,0.0,88.4,2018.0,Saturday,December,0.0
1661,Venus,3,0,Buffet,2,0,2.0,0.0,0.0,77.0,Online,0,0.0,164.3,2018.0,Tuesday,June,0.0
1662,Neptune,1,0,Buffet,1,0,0.0,3.0,0.0,81.0,Online,0,0.0,80.75,2017.0,Friday,October,1.0
1663,Neptune,2,0,Luxury Buffet,1,0,2.0,0.0,0.0,386.0,Offline,0,0.0,115.0,2018.0,Tuesday,October,0.0
1664,Neptune,2,0,Not Selected,0,0,1.0,1.0,0.0,4.0,Online,0,0.0,109.0,2018.0,Wednesday,August,0.0
1665,Venus,2,0,Buffet,2,1,0.0,2.0,0.0,11.0,Corporate,0,0.0,65.0,2018.0,Sunday,November,0.0
1666,Neptune,1,0,Buffet,0,0,0.0,2.0,0.0,32.0,Offline,0,0.0,73.0,2017.0,Monday,November,1.0
1667,Neptune,2,0,Not Selected,0,0,1.0,0.0,0.0,49.0,Online,0,0.0,93.15,2018.0,Wednesday,July,1.0
1668,Neptune,2,0,Not Selected,0,0,2.0,2.0,0.0,91.0,Online,0,0.0,103.5,2018.0,Tuesday,July,0.0
1669,Venus,2,0,Buffet,1,0,1.0,0.0,0.0,30.0,Online,0,0.0,149.4,2018.0,Tuesday,September,0.0
1670,Neptune,2,0,Buffet,0,0,2.0,2.0,0.0,132.0,Online,0,0.0,55.63,2017.0,Wednesday,December,1.0
1671,Neptune,2,0,Not Selected,0,0,0.0,4.0,0.0,170.0,Online,0,0.0,95.63,2018.0,Thursday,August,0.0
1672,Neptune,2,0,Not Selected,1,0,0.0,2.0,0.0,33.0,Online,0,0.0,89.1,2018.0,Thursday,August,0.0
1673,Venus,1,0,Buffet,0,0,1.0,4.0,0.0,5.0,Aviation,0,0.0,110.0,2018.0,Friday,October,0.0
1674,Neptune,2,0,Buffet,1,0,0.0,3.0,0.0,141.0,Online,0,0.0,106.5,2018.0,Thursday,August,1.0
1675,Neptune,1,0,Buffet,0,0,2.0,1.0,0.0,9.0,Online,0,0.0,85.0,2018.0,Wednesday,February,0.0
1676,Neptune,2,0,Buffet,0,0,0.0,3.0,0.0,79.0,Offline,0,0.0,75.0,2018.0,Friday,April,0.0
1677,Neptune,2,0,Buffet,1,0,2.0,7.0,0.0,88.0,Online,0,0.0,85.51,2018.0,Saturday,March,0.0
1678,Neptune,2,0,Buffet,2,0,0.0,2.0,0.0,3.0,Online,0,0.0,106.0,2017.0,Monday,August,1.0
1679,Neptune,2,0,Buffet,0,0,0.0,2.0,0.0,308.0,Offline,0,0.0,52.0,2018.0,Sunday,November,0.0
1680,Neptune,2,0,Buffet,0,0,0.0,2.0,0.0,1.0,Offline,0,0.0,100.8,2017.0,Saturday,October,1.0
1681,Neptune,1,0,Buffet,0,0,0.0,1.0,0.0,66.0,Online,0,0.0,92.7,2018.0,Friday,September,1.0
1682,Neptune,2,1,Buffet,0,0,2.0,3.0,0.0,46.0,Online,0,0.0,143.1,2018.0,Tuesday,May,0.0
1683,Neptune,2,0,Buffet,1,0,0.0,4.0,0.0,93.0,Online,0,0.0,89.25,2017.0,Saturday,October,0.0
1684,Neptune,2,0,Buffet,1,0,2.0,2.0,0.0,2.0,Offline,0,0.0,81.75,2018.0,Tuesday,May,0.0
1685,Neptune,1,0,Buffet,1,0,0.0,1.0,0.0,49.0,Online,0,0.0,90.9,2018.0,Thursday,April,0.0
1686,Venus,3,0,Buffet,2,0,2.0,2.0,0.0,18.0,Online,0,0.0,166.85,2018.0,Sunday,December,0.0
1687,Neptune,1,0,Buffet,0,0,2.0,2.0,0.0,116.0,Offline,0,0.0,76.0,2018.0,Wednesday,February,0.0
1688,Venus,3,0,Buffet,1,0,0.0,1.0,0.0,36.0,Online,0,0.0,168.3,2018.0,Sunday,July,0.0
1689,Neptune,2,0,Buffet,0,0,0.0,1.0,0.0,0.0,Complementary,0,0.0,0.0,2017.0,Friday,September,1.0
1690,Neptune,2,0,Buffet,0,0,2.0,3.0,0.0,42.0,Online,0,0.0,75.56,2018.0,Sunday,February,0.0
1691,Neptune,2,0,Not Selected,0,0,0.0,2.0,0.0,8.0,Online,0,0.0,76.5,2017.0,Saturday,November,1.0
1692,Neptune,2,0,Buffet,0,0,1.0,2.0,0.0,302.0,Offline,0,0.0,100.0,2018.0,Sunday,September,0.0
1693,Neptune,2,0,Buffet,1,0,0.0,3.0,0.0,79.0,Complementary,0,0.0,37.33,2017.0,Friday,July,1.0
1694,Neptune,2,0,Buffet,0,0,1.0,2.0,0.0,69.0,Online,0,0.0,126.9,2018.0,Sunday,June,0.0
1695,Neptune,2,0,Buffet,2,0,0.0,3.0,0.0,87.0,Online,0,0.0,96.3,2018.0,Thursday,April,1.0
1696,Neptune,2,0,Buffet,1,0,2.0,5.0,0.0,245.0,Online,0,0.0,58.36,2018.0,Thursday,December,0.0
1697,Neptune,2,0,Luxury Buffet,0,0,0.0,2.0,0.0,63.0,Offline,0,0.0,116.0,2017.0,Monday,September,0.0
1698,Neptune,1,0,Buffet,0,0,3.0,5.0,0.0,10.0,Corporate,0,0.0,110.0,2018.0,Tuesday,May,0.0
1699,Neptune,2,0,Buffet,0,0,1.0,2.0,0.0,309.0,Offline,0,0.0,65.0,2018.0,Sunday,May,1.0
1700,Neptune,1,0,Not Selected,0,0,0.0,1.0,0.0,23.0,Online,0,0.0,89.0,2018.0,Sunday,April,0.0
1701,Neptune,2,0,Buffet,1,0,2.0,2.0,0.0,7.0,Online,0,0.0,126.0,2017.0,Tuesday,September,1.0
1702,Neptune,1,0,Buffet,0,0,2.0,0.0,0.0,38.0,Online,0,0.0,90.95,2018.0,Tuesday,August,0.0
1703,Neptune,2,0,Buffet,0,0,0.0,1.0,0.0,0.0,Online,0,0.0,141.0,2018.0,Saturday,March,0.0
1704,Neptune,2,0,Buffet,0,0,1.0,4.0,0.0,5.0,Online,0,0.0,90.0,2017.0,Thursday,August,0.0
1705,Neptune,2,0,Buffet,0,0,0.0,4.0,0.0,117.0,Online,0,0.0,83.64,2018.0,Thursday,May,0.0
1706,Neptune,2,0,Buffet,1,0,1.0,2.0,0.0,35.0,Online,0,0.0,129.0,2018.0,Sunday,October,1.0
1707,Neptune,2,0,Luxury Buffet,0,0,1.0,2.0,0.0,161.0,Offline,0,0.0,130.0,2018.0,Sunday,March,0.0
1708,Neptune,1,0,Buffet,1,0,0.0,1.0,0.0,3.0,Corporate,0,0.0,79.0,2017.0,Sunday,November,0.0
1709,Neptune,1,0,Buffet,0,0,0.0,1.0,0.0,99.0,Corporate,0,0.0,80.0,2018.0,Monday,February,1.0
1710,Neptune,1,0,Buffet,0,0,0.0,2.0,0.0,188.0,Offline,0,0.0,130.0,2018.0,Friday,June,1.0
1711,Jupiter,2,0,Buffet,0,0,2.0,5.0,0.0,57.0,Online,0,0.0,89.78,2018.0,Tuesday,March,1.0
1712,Neptune,2,0,Luxury Buffet,1,0,0.0,2.0,0.0,346.0,Offline,0,0.0,115.0,2018.0,Thursday,September,1.0
1713,Neptune,1,0,Luxury Buffet,1,0,2.0,0.0,0.0,386.0,Online,0,0.0,90.0,2018.0,Tuesday,October,0.0
1714,Neptune,2,0,Buffet,0,0,0.0,1.0,0.0,41.0,Offline,0,0.0,65.0,2018.0,Thursday,December,0.0
1715,Venus,1,0,Buffet,1,0,1.0,1.0,0.0,32.0,Online,0,0.0,136.0,2017.0,Tuesday,October,1.0
1716,Neptune,2,0,Buffet,1,0,1.0,2.0,0.0,106.0,Online,0,0.0,118.8,2018.0,Sunday,October,0.0
1717,Venus,2,0,Buffet,1,1,1.0,4.0,0.0,17.0,Online,0,0.0,144.84,2018.0,Friday,June,0.0
1718,Neptune,2,0,Not Selected,2,0,2.0,2.0,0.0,2.0,Online,0,0.0,80.75,2018.0,Tuesday,November,1.0
1719,Neptune,2,0,Luxury Buffet,0,0,0.0,2.0,0.0,257.0,Offline,0,0.0,101.5,2017.0,Saturday,July,0.0
1720,Neptune,2,1,Buffet,4,0,0.0,2.0,0.0,109.0,Online,0,0.0,131.8,2018.0,Sunday,July,0.0
1721,Neptune,1,0,Buffet,1,0,0.0,1.0,18.0,0.0,Complementary,1,4.0,0.0,2018.0,Thursday,October,0.0
1722,Neptune,2,0,Luxury Buffet,0,0,0.0,1.0,0.0,55.0,Offline,0,0.0,104.0,2018.0,Friday,April,1.0
1723,Neptune,1,0,Buffet,0,0,0.0,2.0,0.0,172.0,Online,0,0.0,95.0,2018.0,Sunday,June,0.0
1724,Neptune,1,0,Buffet,0,0,0.0,2.0,0.0,3.0,Corporate,0,0.0,90.0,2017.0,Saturday,September,0.0
1725,Neptune,2,0,Luxury Buffet,0,0,2.0,1.0,0.0,145.0,Offline,0,0.0,94.5,2017.0,Tuesday,August,1.0
1726,Venus,3,0,Buffet,0,0,0.0,4.0,0.0,106.0,Online,0,0.0,152.1,2018.0,Friday,August,0.0
1727,Neptune,1,0,Luxury Buffet,0,0,0.0,2.0,0.0,256.0,Offline,0,0.0,90.0,2018.0,Friday,June,0.0
1728,Venus,2,0,Buffet,0,0,0.0,3.0,0.0,72.0,Online,0,0.0,108.11,2018.0,Friday,June,0.0
1729,Neptune,2,0,Buffet,0,0,1.0,1.0,0.0,4.0,Offline,0,0.0,75.0,2017.0,Thursday,August,0.0
1730,Neptune,1,0,Luxury Buffet,0,0,0.0,1.0,0.0,55.0,Offline,0,0.0,87.0,2018.0,Friday,April,0.0
1731,Neptune,2,0,Buffet,0,0,0.0,3.0,0.0,104.0,Offline,0,0.0,75.0,2017.0,Sunday,December,1.0
1732,Neptune,2,0,Buffet,0,0,0.0,1.0,0.0,53.0,Online,0,0.0,90.9,2018.0,Monday,April,0.0
1733,Neptune,2,0,Luxury Buffet,1,0,2.0,4.0,0.0,327.0,Offline,0,0.0,88.0,2017.0,Saturday,September,0.0
1734,Neptune,2,0,Not Selected,1,0,0.0,1.0,0.0,32.0,Online,0,0.0,96.33,2018.0,Monday,August,0.0
1735,Neptune,2,0,Buffet,0,0,2.0,1.0,0.0,90.0,Online,0,0.0,89.25,2017.0,Wednesday,September,0.0
1736,Neptune,1,0,Buffet,0,0,0.0,3.0,0.0,71.0,Offline,0,0.0,120.0,2018.0,Thursday,June,0.0
1737,Neptune,2,0,Buffet,0,0,0.0,4.0,0.0,130.0,Offline,0,0.0,87.55,2018.0,Thursday,April,0.0
1738,Neptune,2,0,Buffet,0,0,2.0,2.0,0.0,23.0,Corporate,0,0.0,50.0,2017.0,Monday,December,0.0
1739,Neptune,2,0,Not Selected,2,0,2.0,1.0,0.0,140.0,Online,0,0.0,109.2,2018.0,Monday,June,0.0
1740,Neptune,1,0,Not Selected,1,0,0.0,1.0,0.0,36.0,Online,0,0.0,108.0,2018.0,Saturday,October,1.0
1741,Neptune,2,0,Luxury Buffet,0,0,0.0,1.0,0.0,219.0,Offline,0,0.0,108.0,2017.0,Monday,September,0.0
1742,Neptune,2,0,Buffet,0,0,1.0,2.0,0.0,256.0,Offline,0,0.0,76.67,2017.0,Thursday,September,0.0
1743,Neptune,1,1,Not Selected,0,0,0.0,1.0,0.0,1.0,Online,0,0.0,75.0,2018.0,Monday,January,1.0
1744,Neptune,2,0,Not Selected,0,0,0.0,4.0,0.0,62.0,Online,0,0.0,63.75,2018.0,Friday,March,0.0
1745,Neptune,1,0,Not Selected,0,0,1.0,2.0,0.0,3.0,Online,0,0.0,79.5,2018.0,Wednesday,December,0.0
1746,Neptune,2,0,Buffet,1,0,0.0,1.0,0.0,4.0,Online,0,0.0,124.0,2017.0,Tuesday,August,0.0
1747,Neptune,2,0,Buffet,1,0,2.0,5.0,0.0,64.0,Offline,0,0.0,88.4,2017.0,Friday,July,1.0
1748,Venus,2,0,Buffet,0,0,0.0,4.0,0.0,169.0,Online,0,0.0,123.25,2018.0,Friday,May,0.0
1749,Neptune,2,0,Buffet,2,0,2.0,3.0,0.0,102.0,Online,0,0.0,85.0,2018.0,Saturday,November,0.0
1750,Neptune,2,0,Buffet,1,0,2.0,1.0,0.0,60.0,Online,0,0.0,135.9,2018.0,Monday,August,0.0
1751,Neptune,2,0,Buffet,0,0,2.0,3.0,0.0,34.0,Offline,0,0.0,48.4,2018.0,Saturday,March,0.0
1752,Neptune,2,0,Not Selected,0,0,1.0,4.0,0.0,74.0,Offline,0,0.0,72.25,2018.0,Wednesday,August,0.0
1753,Venus,3,0,Buffet,1,1,2.0,1.0,0.0,12.0,Online,0,0.0,200.0,2018.0,Monday,August,0.0
1754,Venus,2,0,Buffet,2,0,0.0,3.0,0.0,47.0,Online,0,0.0,123.3,2018.0,Saturday,September,0.0
1755,Neptune,2,0,Buffet,1,0,2.0,2.0,0.0,35.0,Online,0,0.0,97.4,2018.0,Sunday,December,0.0
1756,Neptune,2,0,Buffet,0,0,2.0,2.0,0.0,25.0,Offline,0,0.0,85.0,2018.0,Tuesday,October,0.0
1757,Venus,2,0,Buffet,1,0,2.0,3.0,0.0,189.0,Online,0,0.0,99.45,2018.0,Tuesday,July,0.0
1758,Neptune,2,0,Buffet,0,0,0.0,2.0,0.0,315.0,Offline,0,0.0,52.0,2018.0,Sunday,December,0.0
1759,Neptune,1,0,Buffet,0,0,0.0,2.0,0.0,59.0,Online,0,0.0,0.0,2018.0,Sunday,January,1.0
1760,Neptune,2,0,Not Selected,0,0,0.0,4.0,0.0,6.0,Online,0,0.0,140.0,2018.0,Thursday,October,0.0
1761,Neptune,1,0,Buffet,0,0,0.0,1.0,0.0,2.0,Online,0,0.0,103.0,2018.0,Friday,November,1.0
1762,Neptune,2,1,Buffet,2,0,1.0,4.0,0.0,232.0,Online,0,0.0,106.25,2018.0,Wednesday,October,0.0
1763,Neptune,1,0,Buffet,2,0,0.0,1.0,55.0,6.0,Corporate,1,5.0,67.0,2018.0,Saturday,December,0.0
1764,Neptune,2,0,Buffet,2,0,2.0,3.0,0.0,248.0,Online,0,0.0,83.38,2018.0,Saturday,October,0.0
1765,Neptune,2,0,Buffet,1,0,0.0,1.0,0.0,8.0,Online,0,0.0,151.0,2018.0,Monday,July,0.0
1766,Neptune,2,0,Not Selected,2,0,1.0,0.0,0.0,5.0,Online,0,0.0,114.0,2017.0,Wednesday,September,1.0
1767,Neptune,1,0,Buffet,2,0,0.0,4.0,0.0,215.0,Online,0,0.0,100.8,2018.0,Friday,May,1.0
1768,Neptune,2,0,Not Selected,0,0,2.0,0.0,0.0,150.0,Online,0,0.0,80.1,2018.0,Tuesday,October,1.0
1769,Venus,3,0,Buffet,0,0,0.0,2.0,0.0,180.0,Online,0,0.0,137.7,2018.0,Thursday,August,1.0
1770,Neptune,1,0,Not Selected,0,0,1.0,2.0,0.0,162.0,Online,0,0.0,103.5,2018.0,Wednesday,August,0.0
1771,Neptune,2,0,Buffet,1,0,0.0,2.0,0.0,0.0,Online,0,0.0,135.0,2017.0,Sunday,December,0.0
1772,Venus,2,1,Buffet,1,0,0.0,2.0,0.0,11.0,Online,0,0.0,182.75,2018.0,Sunday,June,1.0
1773,Neptune,2,0,Buffet,0,0,1.0,1.0,0.0,128.0,Online,0,0.0,90.0,2018.0,Monday,November,0.0
1774,Neptune,2,0,Buffet,2,0,2.0,4.0,0.0,82.0,Online,0,0.0,83.87,2018.0,Tuesday,April,0.0
1775,Neptune,2,0,Buffet,2,0,0.0,5.0,0.0,129.0,Online,0,0.0,83.61,2018.0,Thursday,August,1.0
1776,Neptune,2,0,Luxury Buffet,1,0,0.0,2.0,0.0,256.0,Online,0,0.0,115.0,2018.0,Friday,June,1.0
1777,Neptune,2,0,Buffet,0,0,0.0,3.0,0.0,213.0,Offline,0,0.0,130.0,2018.0,Thursday,June,0.0
1778,Neptune,1,0,Buffet,0,0,1.0,4.0,0.0,150.0,Offline,0,0.0,80.0,2018.0,Thursday,January,0.0
1779,Neptune,2,1,Buffet,2,0,1.0,2.0,0.0,79.0,Online,0,0.0,109.8,2018.0,Sunday,December,0.0
1780,Neptune,1,0,Buffet,0,0,0.0,1.0,0.0,0.0,Online,0,0.0,0.0,2017.0,Monday,December,0.0
1781,Neptune,2,0,Buffet,2,0,1.0,3.0,0.0,93.0,Online,0,0.0,72.25,2017.0,Sunday,December,0.0
1782,Neptune,1,0,Luxury Buffet,0,0,2.0,1.0,0.0,131.0,Online,0,0.0,36.25,2017.0,Tuesday,August,1.0
1783,Neptune,2,0,Buffet,0,0,2.0,5.0,0.0,185.0,Online,0,0.0,90.95,2018.0,Wednesday,July,0.0
1784,Neptune,2,0,Buffet,1,0,2.0,4.0,0.0,8.0,Online,0,0.0,73.2,2018.0,Saturday,January,0.0
1785,Neptune,2,0,Buffet,0,0,0.0,3.0,0.0,143.0,Offline,0,0.0,100.0,2018.0,Saturday,August,0.0
1786,Neptune,2,1,Buffet,2,0,1.0,1.0,0.0,132.0,Online,0,0.0,143.1,2018.0,Monday,June,0.0
1787,Neptune,2,0,Buffet,1,0,2.0,1.0,0.0,26.0,Online,0,0.0,80.85,2017.0,Wednesday,October,0.0
1788,Neptune,1,0,Not Selected,0,0,1.0,0.0,0.0,3.0,Online,0,0.0,68.0,2018.0,Wednesday,December,0.0
1789,Neptune,2,0,Buffet,0,0,0.0,3.0,0.0,16.0,Online,0,0.0,108.67,2018.0,Saturday,December,0.0
